399765834273075, 254798002778062, 319132923186840 @ -106, 223, -222
349356303383841, 65751874037920, 238304141643426 @ 88, 934, 64
426197942876982, 275075125500838, 175524119141824 @ -134, 316, 425
244846911821769, 323674066198300, 382631479290586 @ -38, -71, -106
385903898932938, 293744669483637, 303997079396164 @ 28, 149, -255
122406691475152, 265274118970726, 228903355635336 @ 74, -8, 85
428147883934287, 336265506735295, 236428743456129 @ -49, -11, 58
155366097136407, 212516717519496, 138064536136086 @ 223, 134, 247
290272064856077, 53447685751876, 200629668873066 @ -21, 397, 136
289398699960341, 335225479948172, 258338577180554 @ -87, -85, 48
246644560074906, 346069755754627, 184752533814789 @ -18, -99, 146
325161489522083, 312478142191119, 272239125652590 @ 27, -15, -17
302526838060353, 250137788997644, 293451658437046 @ 34, 111, -51
381454405428627, 309591627716605, 247524198319020 @ -69, 15, 37
126242659748529, 415333404708478, 502742367002526 @ 43, -171, -201
391122049921137, 340901601859651, 268790805641181 @ 57, -73, -116
408757147462249, 380607987804743, 399264436774194 @ -223, -157, -197
447450951270780, 284852883292954, 255232938787050 @ -218, 628, -173
406627106978321, 345331129547776, 278775433455838 @ -252, -98, 35
102526860990768, 109719841541566, 426220057678866 @ 104, 172, -141
271417363832745, 226632607078180, 157778251273146 @ -48, 65, 184
380523128506570, 154723202351541, 260313283860234 @ 74, 867, -53
238921206316929, 132829025707360, 47904689664486 @ 244, 438, 549
307266763229071, 270719901259624, 186135881961708 @ 150, 130, 226
230319046492045, 395641124538336, 193363618743976 @ 57, -178, 144
392920766921985, 250496505188886, 306460703608653 @ -215, 32, -20
175231757780249, 44786823183916, 276624943135376 @ 63, 292, 24
313832948811675, 318445186003239, 306518285955873 @ 103, -21, -128
306551125497277, 524521381609762, 241622859608944 @ -79, -365, 68
400554436289624, 347460919638512, 297202409231189 @ 104, -114, -394
389736340819305, 335315093086228, 265059063401646 @ -48, -59, -41
59503995507231, 201984360420538, 424714963719588 @ 103, 48, -115
297143002633785, 96825557449276, 268699929004798 @ -62, 277, 27
390931858919397, 287914464138976, 302923821502446 @ -7, 167, -238
214729565570253, 278072872648670, 319237187952896 @ 25, -7, -36
96351544542113, 114755362054564, 394569159543638 @ 134, 181, -115
253200235356037, 258399369622746, 348809514314886 @ 101, 75, -149
382994713688163, 275642293727644, 356448448140994 @ -158, 40, -163
148649354883135, 340481142733222, 248790450117468 @ 142, -91, 58
134854692785701, 187209426614464, 175332404267278 @ 113, 106, 155
382031589203352, 338688148083646, 244506915572916 @ -60, -76, 45
369770189029605, 317508155457520, 250790362193010 @ 53, 18, 10
372683763999567, 414017337323254, 290899929550854 @ 6, -355, -133
147854567396103, 296200494966013, 360438786344609 @ 19, -47, -52
176792353279606, 312467680727934, 476850067726169 @ -12, -64, -172
302158177857665, 261529363847256, 256986683221090 @ -45, 42, 41
249078363310055, 282217233889320, 271610559471576 @ -52, -22, 34
221596566426841, 219861193819496, 360675578753842 @ -58, 32, -52
179819260650432, 199340653470439, 329496686830650 @ -34, 43, -13
276958462187159, 486380812406192, 159075856045308 @ -108, -250, 160
144557079593697, 131195974673911, 166883422178271 @ 9, 115, 146
490712615276709, 481688438412223, 460171428210714 @ -363, -337, -317
284673415638495, 320722646046907, 349991504659375 @ -113, -71, -48
184676509506952, 270068378274990, 290179021025201 @ -34, -24, 24
345990299479461, 297990031232524, 222968799598746 @ -107, -14, 99
233819171964981, 152061935722588, 108309431253774 @ -47, 123, 223
285477411975405, 291008044172421, 261721579922515 @ -35, -13, 36
407602868256117, 224700153604072, 183502997645982 @ -119, 368, 275
291327574782249, 286013931920310, 431294230944710 @ -137, -39, -117
443300983193571, 324683157114472, 251351540903257 @ -185, 118, -100
189572883657070, 462200497610916, 280153455698611 @ 18, -238, 24
308690692200416, 333877160265007, 236361595096541 @ 44, -71, 74
418654017001235, 348182837861720, 229046306673408 @ 50, -126, 130
378681238387569, 296901565820215, 156807910380587 @ -23, 79, 362
409371660135117, 326653269520726, 231465493326930 @ 121, 77, 105
426752119836365, 343370672093228, 244558686803006 @ -33, -79, -21
375852403443021, 293233964850016, 265899535913214 @ 92, 162, -79
326707607783589, 316318773568392, 309836065113046 @ 13, -27, -106
142911217221157, 261672665797202, 40658695646315 @ 21, -12, 278
244255603614037, 327276038377380, 279588160520382 @ 201, -55, -29
365680112763191, 94848689754348, 298094328264472 @ 24, 816, -154
330900038715639, 333095401980622, 263888598778833 @ -37, -72, 16
233128904088757, 257737506484816, 140807291739982 @ -34, 7, 191
296148164930181, 562101587574141, 250704068764416 @ -11, -493, 49
194944987544711, 293883929666758, 290731532680414 @ -42, -47, 23
322305098222037, 370061146918651, 477144215849956 @ -59, -143, -363
182728803240756, 281103277585801, 285622771243386 @ 18, -23, 19
383519700815905, 345082260451353, 403471475241446 @ -15, -97, -601
321303031096657, 382801663317526, 207761312476516 @ -33, -173, 132
82652246408061, 397368423356176, 12561618050022 @ 58, -148, 292
386132571381159, 290050051464719, 201828131188626 @ 79, 209, 259
179334089326071, 197614868629114, 332406359271651 @ -5, 60, -26
262093968892863, 107075329722362, 414807233851420 @ 34, 315, -234
229016437887321, 253800281514190, 442412418387360 @ -21, 15, -178
435464268415533, 304740242014684, 308396918820801 @ -83, 370, -776
434507208806365, 509232372383340, 444474239318010 @ -265, -381, -284
268752689610051, 291591481519324, 295468449312780 @ 122, 24, -60
388988596465428, 462487948867582, 429870272877633 @ -122, -416, -452
66784011152624, 361184408854064, 406644902129688 @ 92, -114, -95
417437370920109, 239344427883568, 200940613813092 @ 9, 790, 358
258122981051685, 455818141956768, 500343012517998 @ -47, -240, -263
428885056879621, 395958064188608, 336285404809233 @ -267, -162, -50
371904496065333, 505347295365256, 482265546690900 @ -83, -518, -572
268921212718412, 421249637667076, 105902059281656 @ -94, -182, 221
245666370615068, 296820628562753, 359611784427307 @ 32, -21, -120
266636285971089, 251550010433302, 261367259665596 @ -57, 23, 44
381991540551663, 283471564116926, 250211504748680 @ 22, 177, 8
107026635297788, 445380665254476, 456350458942680 @ 48, -198, -143
436947285540239, 350951442595312, 282325390191614 @ -78, -170, -537
145398660803727, 195609983658656, 242158434889096 @ 130, 110, 68
297475449394982, 131750381092515, 165719703479968 @ -84, 195, 173
382981082215082, 318082716962228, 217519872859947 @ -184, -54, 106
274508569926281, 337480597564942, 249069272308048 @ 113, -80, 45
409006873082037, 404306234256766, 306773089718196 @ 101, -620, -563
304326995325327, 252632813540085, 317502450159756 @ -29, 69, -71
335336102392062, 349032727458751, 147869871751056 @ -10, -107, 289
224490789327707, 138112263823786, 214964316118086 @ -13, 160, 103
257483144012212, 310616650691101, 220817557849225 @ 126, -23, 108
378616249658565, 487631090875856, 211845741661518 @ -137, -403, 127
256962996060820, 363038059754788, 382290100571323 @ 102, -134, -222
376113767407764, 419697564588036, 503311772819474 @ -68, -318, -717
411690063697784, 334901544443134, 250358939380980 @ -30, -32, -23
378730592174173, 292937924939892, 216595109883586 @ -21, 95, 144
386233907852537, 102017803023726, 148605073075956 @ -49, 797, 394
401023678402335, 326392143373252, 250508593182692 @ -80, -20, 12
187386788876757, 222440010076216, 5544716539566 @ 107, 89, 427
211506671096437, 295843684641176, 394227297865006 @ 59, -25, -157
170237159382989, 228511580730636, 335783635953320 @ 17, 32, -34
293589456751485, 294178241627518, 249641359155174 @ -7, -5, 51
439854842455119, 383935112515580, 293031876578902 @ -218, -316, -253
295518506383932, 200374788948199, 229951840543641 @ -114, 71, 84
394189872421409, 331448531001974, 256407864771135 @ -31, -36, -20
311925984995885, 332357949681136, 293917117060350 @ 30, -68, -59
389447608973881, 380513707763144, 244720406589022 @ -126, -192, 51
366016540138437, 277293281705376, 413687743953006 @ 130, 233, -794
298178291530224, 268217681216719, 304180593974067 @ -38, 31, -38
308018243676123, 296892693397840, 274894177156788 @ -130, -42, 32
60232254901961, 170686288518732, 262671045190162 @ 89, 74, 51
124745624448567, 151652758178730, 163358199121217 @ 31, 96, 150
321860786503481, 302448169248892, 261445808573098 @ -12, -5, 20
205692521446297, 89407037159596, 410049214010034 @ 36, 247, -158
239982788772333, 137286217774368, 174295345603502 @ -56, 138, 147
86731844681439, 259688488792764, 210340217835198 @ 70, -12, 103
170808423768189, 228588666791260, 293948466808818 @ 19, 33, 12
441057939686395, 343398690648711, 549228030221401 @ -265, -93, -736
302443946246812, 240143840858176, 379420862083931 @ -22, 94, -186
345088720716403, 315552253051151, 268545755397918 @ 159, 27, -65
423724795313077, 308659354107536, 180782338151766 @ -63, 186, 493
406798864217260, 293663253737166, 320278735045387 @ -88, 132, -304
195154781190237, 364862205409626, 254799516896806 @ -47, -117, 59
178932977335797, 251708835992206, 247843728908376 @ 45, 19, 62
253349271834117, 283691186580304, 303498852558606 @ -9, -9, -21
376761673051257, 285602705599686, 270257629743006 @ -41, 101, -41
300882491178039, 290243550583162, 189772203039720 @ -68, -15, 146
235369194657157, 421562658281976, 408227743490686 @ -55, -183, -115
188646633711105, 318918710332479, 369157982422215 @ 73, -61, -110
395512774201357, 315616825750976, 285497663723286 @ 96, 102, -266
421677117457729, 302462002478370, 260176983480688 @ -57, 221, -114
177175197731565, 341281080915196, 331441656855726 @ 43, -93, -41
325478665927397, 441871023252256, 224988749860460 @ 21, -338, 102
402136003642932, 333799366036756, 296817265196841 @ 8, -30, -290
182104997730129, 336028786762480, 74550271859558 @ 52, -86, 285
292043981673693, 259010054670568, 310880696340486 @ -98, 9, -16
327463887597202, 275386444030262, 281725872502210 @ 96, 120, -69
180350572694521, 204046517624548, 270869833505754 @ 15, 64, 37
261796476524925, 143723242270984, 124690998413814 @ -90, 121, 198
382022380467301, 363084132643328, 342504705272910 @ -51, -159, -293
359686755049611, 309851948068594, 254216163279732 @ 18, 21, 12
432383902550757, 325288945907500, 237103658765274 @ -139, 49, 58
199141995287962, 12205123960005, 135322914113123 @ 276, 653, 302
388209037680334, 326840502219633, 280212599819923 @ 90, 11, -192
398309490013959, 467459019065502, 435027019897864 @ -245, -216, -115
438077885264229, 338437435266016, 251421696960654 @ -147, -33, -83
142623030672997, 313922309635776, 172051026248046 @ 197, -48, 178
211793103082053, 258637524078497, 413519499042315 @ -11, 5, -134
316227539793914, 330807868031342, 320059762270916 @ -90, -76, -51
363745515105897, 308033947226491, 241876133298636 @ 9, 29, 53
229073101043463, 182441744874760, 375616182031518 @ -6, 114, -105
311663766702322, 293169473612442, 266993157354132 @ -64, -12, 25
165743821901955, 245775966807730, 293803407552466 @ 40, 19, 9
349142785799508, 280261145006550, 287389255673128 @ 124, 164, -135
299220074031339, 172470550513459, 207086145840829 @ -65, 163, 120
51599932704531, 110067755093612, 120750763264579 @ 187, 186, 216
362339688007455, 128526862135900, 213561367782111 @ 123, 898, 174
318235966547318, 236743583502987, 172190463362498 @ -150, 21, 147
243218064862137, 146112647037076, 312898709705706 @ -12, 173, -28
248532762868587, 127913038997386, 306713186523936 @ -89, 124, 5
356833591049452, 288318963368346, 175747488009196 @ -36, 56, 237
429258217460035, 281264286545936, 199918966637106 @ -81, 462, 379
288595615758281, 286112367984743, 301320148789454 @ 17, 15, -49
434137829300957, 385164566787576, 251517643175406 @ -90, -513, -101
226684015769909, 393228920796224, 237234101626834 @ 5, -162, 75
277608974085399, 484613028229744, 346163443971816 @ -86, -266, -56
439564663355742, 339477585210058, 360927913554417 @ -264, -84, -224
243540738730971, 359735080690960, 250444934709888 @ -65, -114, 61
414936626664123, 309300663907822, 216629185840824 @ -56, 125, 188
397872703252389, 212898395772056, 240610671804790 @ -131, 297, 60
123154693229737, 203455201989076, 290045021180228 @ 51, 52, 20
268437039198703, 312957758717668, 372983507517126 @ -58, -56, -101
290041101495914, 452525408726809, 261168521158394 @ 18, -305, 27
94022340218020, 214444823962799, 233285115180485 @ 78, 39, 80
187758784146701, 308231925236552, 42842321977264 @ 17, -54, 306
298993330355122, 276052686620461, 298685552862006 @ -10, 31, -41
332169842700025, 298970888104540, 302981537331018 @ -70, -11, -50
194328822595255, 76283873425353, 136668594275728 @ 239, 459, 281
120250832193905, 241032280181964, 229456138785466 @ 50, 11, 84
151422919814977, 301022504515816, 378981998111542 @ 111, -38, -117
96990387183037, 372867516983776, 14714289836806 @ 168, -134, 366
274942199061477, 481640626788556, 14527007819946 @ -11, -317, 432
224838145952262, 313821556817251, 263551720120806 @ 14, -55, 39
403167845873627, 244787413886076, 196299464895806 @ -30, 432, 279
423651938100112, 435225368641841, 336353363207841 @ -264, -201, -38
289166585859768, 74894176976193, 138452721266517 @ 130, 605, 328
431669875459573, 325370084156409, 252462190860946 @ -27, 143, -141
390448274978984, 338265610742420, 231189470189675 @ 98, -54, 98
237855310336712, 79275006966921, 512264534723696 @ -64, 191, -223
430777549022346, 301130642558299, 294289756858713 @ -166, 153, -262
222272412127973, 253877615323776, 267895382908238 @ 18, 27, 33
165432519670262, 95007658128776, 226194378092481 @ 24, 182, 88
281007118242885, 330242484331812, 296563154696266 @ -35, -75, -16
359290360054469, 394969290711776, 300557072988910 @ -60, -223, -88
